File generated by Rfunction: Gera.fluxnew.yy.func1 
 TimeStamp at the begining of period
 version 1: Block average, density(WPL) corrections,and flow rotation
 yy jday hhdec(GMT) alfa(deg) beta(deg)  u(m/s) v(m/s) w(m/s)  H(W/m2) LE(W/m2) ustr(m/s)  wco2(mg/m2/s) MOL(m)
2011 203 21 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
2011 203 21.5 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
2011 203 22 197.2 11.1 1.25 0 0 309.16 -1.4 11.9 0.27 -0.031 1365.7
2011 203 22.5 124 11.1 0.79 0 0 308.79 -16.9 93.6 0.22 0.117 56.8
2011 203 23 81.5 17.2 0.99 0 0 308.28 -32.5 96.2 0.25 0.288 46.5
2011 203 23.5 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
2011 204 0 98.9 13.4 1.16 0 0 307.52 -18.6 37.2 0.2 0.301 43.1
2011 204 0.5 53.3 14.3 1.32 0 0 306.94 -58 61.5 0.23 1.251 20.4
2011 204 1 16.4 15.8 1.62 0 0 306.75 -19.8 11.3 0.16 0.284 18.5
2011 204 1.5 68 11.3 1.21 0 0 306.56 -11 8.2 0.09 0.148 6.6
2011 204 2 128.9 7.5 1.37 0 0 306.58 -5.6 3.7 0.08 0.126 8.3
2011 204 2.5 111.8 10.9 1.17 0 0 306.5 -2.5 -1 0.06 0.085 8.1
2011 204 3 159.7 8 1.42 0 0 306.25 -4 5.5 0.08 0.253 14
2011 204 3.5 176.7 5.3 1.12 0 0 305.8 -13.8 9.6 0.2 0.237 55.1
2011 204 4 173 6 1.45 0 0 305.83 -18.9 8.8 0.2 0.209 39.1
2011 204 4.5 154.1 3.7 1.21 0 0 305.72 -30.7 8.4 0.23 0.338 38.3
2011 204 5 113.7 11.1 1.06 0 0 305.74 -12.4 2.6 0.15 0.126 24.4
2011 204 5.5 116.6 12.2 1.14 0 0 305.5 -7.7 0.4 0.16 0.127 45.3
2011 204 6 133.3 9.8 1.08 0 0 305.08 -16.5 3.2 0.18 0.118 32
2011 204 6.5 127.1 9.9 1.5 0 0 304.99 -11.7 3.9 0.16 0.105 32.6
2011 204 7 117 8.8 1.36 0 0 304.82 3.4 -2.7 0.16 -0.034 -119.7
2011 204 7.5 115.3 10.9 1.72 0 0 304.34 1.5 -1.4 0.12 -0.113 -107.2
2011 204 8 102 12.7 1.51 0 0 303.93 4.9 -1.1 0.14 -0.107 -57
2011 204 8.5 142.4 11 1.57 0 0 303.67 -21.6 -5.3 0.2 0.17 34.5
2011 204 9 177.3 5.8 1.4 0 0 303.82 -22.3 -1.2 0.21 0.108 37.8
2011 204 9.5 288.7 0.4 0.96 0 0 303.91 -9.8 13.3 0.11 0.091 12.4
2011 204 10 268.1 0 1 0 0 304.19 -10.1 15 0.15 0.092 29.8
2011 204 10.5 255.1 1.8 1.48 0 0 304.07 -17.3 17.9 0.19 0.012 36.1
2011 204 11 269.9 2.2 1.55 0 0 304.14 -22.9 71.3 0.23 0.007 51.9
2011 204 11.5 189.2 5.7 1.42 0 0 304.86 -41.6 78.4 0.3 0.235 63.6
2011 204 12 259.9 2.7 1.95 0 0 305.11 -32.1 184 0.41 -0.026 201.5
2011 204 12.5 310.6 4.1 2.47 0 0 304.87 17 97.1 0.47 -0.369 -569.2
2011 204 13 282.8 7.9 1.61 0 0 304.48 29.9 189.5 0.38 -0.282 -177
2011 204 13.5 194.5 16.6 1.45 0 0 304.83 32.3 187.8 0.23 -0.289 -35.9
2011 204 14 174.2 11.6 1.1 0 0 306.27 115.4 274 0.28 -0.612 -18.3
2011 204 14.5 203.1 0.4 2.21 0 0 307.73 152.7 671.6 0.58 -0.47 -116.9
2011 204 15 253.2 2.9 2.41 0 0 308.09 158 257.8 0.52 -0.657 -83.8
2011 204 15.5 285.9 0.2 2.21 0 0 308.53 182.8 242.8 0.59 -0.796 -104.6
2011 204 16 238.4 5.1 1.97 0 0 308.73 188.2 214 0.38 -0.515 -27.8
2011 204 16.5 267.4 8.8 1.68 0 0 309.33 264.5 328.8 0.53 -0.672 -53.7
2011 204 17 260.3 13.5 1.45 0 0 309.24 224.8 254 0.16 -0.552 -1.7
2011 204 17.5 245.8 4.4 1.42 0 0 310.03 213.7 338.3 0.42 -0.793 -33.7
2011 204 18 276.4 2 2.54 0 0 309.51 159 265.7 0.56 -0.546 -101
2011 204 18.5 295.3 0.1 2.07 0 0 309.66 169.4 318.9 0.48 -0.373 -61.5
2011 204 19 209.8 9 1.57 0 0 310.14 148.7 222.4 0.45 -0.735 -58.5
2011 204 19.5 243.7 6.3 1.1 0 0 310.47 102.9 403.4 0.49 -0.47 -104.7
2011 204 20 169.9 17.7 1.73 0 0 310.58 107.8 257 0.46 -0.446 -83.5
2011 204 20.5 156.8 16.3 2.07 0 0 310.76 82.3 244.9 0.23 -0.166 -13.1
2011 204 21 199.1 7.8 1.32 0 0 310.71 62 163.9 0.32 -0.265 -48.5
2011 204 21.5 101.5 13.6 1.92 0 0 310.76 3.2 122.1 0.4 0.126 -1820.5
2011 204 22 138.9 13.1 2.39 0 0 310.6 -27 152.9 0.45 0.405 313.1
2011 204 22.5 89.9 13.1 1.72 0 0 310.4 -27.6 101.6 0.39 0.462 193.7
2011 204 23 103.7 14.4 2.19 0 0 310.38 -32.9 92.8 0.41 0.504 201.3
2011 204 23.5 103.5 10.5 1.28 0 0 310.1 -34.4 50.7 0.33 0.454 100.4
2011 205 0 100.9 10.4 1.31 0 0 309.63 -44.3 82 0.31 0.765 64.7
2011 205 0.5 40.7 13.7 1.49 0 0 308.97 -38.4 29.7 0.19 0.408 16.9
2011 205 1 13.1 14.4 1.49 0 0 308.34 -23.7 8.9 0.18 0.196 21.4
2011 205 1.5 14.7 18.6 2.31 0 0 307.59 -60.2 26.6 0.33 0.91 58.2
2011 205 2 44.4 15.2 2.1 0 0 307.19 -66.5 34.4 0.43 1.365 111.1
2011 205 2.5 77.7 12.5 1.43 0 0 306.83 -52.6 31.6 0.34 0.871 67.7
2011 205 3 60 12.7 1.11 0 0 306.49 -10.6 20 0.21 0.22 87.5
2011 205 3.5 38.1 12.5 1.21 0 0 305.86 -23.8 10 0.17 0.238 20.8
2011 205 4 55.8 15.7 1.43 0 0 305.66 -28.7 19.1 0.11 0.458 3.9
2011 205 4.5 52.5 15.3 1.27 0 0 305.41 -30 17 0.18 0.556 17.1
2011 205 5 123.2 10.6 1.15 0 0 305.18 -23 8.8 0.22 0.223 44.2
2011 205 5.5 187.6 4.3 1.63 0 0 304.92 -38.1 5.6 0.3 0.387 67
2011 205 6 186.7 4.2 1.6 0 0 304.82 -28.3 6.9 0.28 0.295 72.6
2011 205 6.5 183.1 7 1.29 0 0 304.94 -26.6 6.8 0.26 0.271 65.2
2011 205 7 159.1 10 1.38 0 0 304.91 -12.6 8.8 0.2 0.136 62.4
2011 205 7.5 150 6 1.22 0 0 304.8 -9.7 2.6 0.16 0.041 39.4
2011 205 8 196.8 6.9 1.57 0 0 304.44 -29.7 12.7 0.23 0.288 37.5
2011 205 8.5 138.3 9.6 1.08 0 0 304.22 -6.8 -3.6 0.07 -0.003 5
2011 205 9 130 9 1.24 0 0 304.08 -8.6 1.5 0.11 0.038 15.2
2011 205 9.5 143.2 7.1 1.36 0 0 303.85 -15.3 2.7 0.16 0.104 25.7
2011 205 10 205.9 4.1 1.46 0 0 303.61 -32.8 10.3 0.24 0.485 40.4
2011 205 10.5 136.8 6.3 1.12 0 0 303.79 -17.5 -0.6 0.22 0.07 60.9
2011 205 11 168.1 7.6 1.54 0 0 304.17 -20.9 50.7 0.25 0.304 70
2011 205 11.5 186.2 7 1.54 0 0 304.49 -14.7 70.1 0.37 0.147 313.3
2011 205 12 186.6 10.2 1.88 0 0 304.75 -18.3 135.5 0.48 0.126 580.4
2011 205 12.5 213.5 3.6 2.15 0 0 305.11 14 175.6 0.58 -0.013 -1321.4
2011 205 13 203.2 4.6 2.52 0 0 305.79 109.7 225.6 0.66 -0.675 -248.9
2011 205 13.5 205.7 4.7 2.62 0 0 306.41 104 233.7 0.66 -0.475 -258.7
2011 205 14 219.5 2.4 2.92 0 0 306.79 235.8 396 0.84 -1.125 -233.6
2011 205 14.5 244.7 0.1 2.79 0 0 307 195.5 288.3 0.65 -0.914 -134.2
2011 205 15 223.9 6.4 2.34 0 0 306.92 42.2 144.6 0.45 -0.46 -206.9
2011 205 15.5 173.2 9.5 2.71 0 0 306.69 73.7 190.3 0.64 -0.47 -328.4
2011 205 16 197.1 17.6 1.49 0 0 307.18 167.9 121.3 0.27 -1.018 -10.9
2011 205 16.5 218.3 5.5 2.42 0 0 308.04 116 271.4 0.51 -0.518 -107.1
2011 205 17 204.4 7.3 2.77 0 0 307.72 90.7 54.1 0.55 -0.606 -175.2
2011 205 17.5 192.7 5.2 2.5 0 0 307.41 111.6 188.9 0.65 -0.647 -226.4
2011 205 18 175.2 12.8 2.62 0 0 307.48 161.8 399.2 0.6 -0.663 -125.2
2011 205 18.5 151.2 12.8 2.97 0 0 307.86 171.3 261.4 0.69 -0.353 -181.7
2011 205 19 153.2 10.5 2.98 0 0 308.27 221.8 278.9 0.72 -0.636 -157.8
2011 205 19.5 167.7 11.6 3.25 0 0 308.25 211.3 325.7 0.73 -0.641 -169.7
2011 205 20 174.7 12.9 2.87 0 0 308.31 121.9 259.7 0.55 -0.433 -127.4
2011 205 20.5 177.2 0.3 2.02 0 0 308.48 157.7 230.2 0.73 -0.808 -232.8
2011 205 21 137.4 22.2 2 0 0 308.21 77.2 98.8 0.3 -0.272 -33
2011 205 21.5 127.7 17.5 1.85 0 0 308.27 21.4 165.4 0.4 -0.199 -283
2011 205 22 99.9 12.6 1.71 0 0 308.03 -9.3 142.8 0.48 0.276 1073.9
2011 205 22.5 146.2 12.7 2.03 0 0 307.75 -33.9 81 0.4 0.205 182.6
2011 205 23 190.9 7.7 2.21 0 0 307.54 -25.4 76.3 0.37 0.177 180
2011 205 23.5 229.8 4.1 2.13 0 0 306.92 -135.4 363.7 0.39 0.477 40
2011 206 0 229.2 0.5 2.67 0 0 305.23 29.4 -55.4 0.42 -0.125 -232.4
2011 206 0.5 160 3.1 1.69 0 0 304.57 -5.5 5.3 0.2 0.134 134.2
2011 206 1 101 13.2 1.12 0 0 303.92 14.4 27.7 0.08 -0.007 -3
2011 206 1.5 159.3 6.7 1.63 0 0 303.4 -19.2 8.2 0.11 0.215 6.2
2011 206 2 235.3 1 0.69 0 0 302.83 -9.3 -0.2 0.13 0.093 23.8
2011 206 2.5 300.1 8.1 0.34 0 0 302.45 -0.9 1.5 0.06 0.074 22.6
2011 206 3 339 0.1 0.22 0 0 302.52 -0.2 -1.7 0.04 0.002 38
2011 206 3.5 220.2 0.1 0.52 0 0 302.32 -2.9 0.3 0.06 0.039 5.9
2011 206 4 186.4 1.7 0.96 0 0 302.17 -3.2 -2.4 0.08 0.055 13
2011 206 4.5 291.6 7.8 0.84 0 0 302.33 1.9 2.4 0.08 -0.154 -22.4
2011 206 5 284.8 7.2 1.04 0 0 302.26 3 1.5 0.04 -0.1 -2
2011 206 5.5 238.8 7.1 0.92 0 0 302.2 2.3 0.4 0.05 -0.11 -6.2
2011 206 6 189.7 2 1.8 0 0 301.32 0.5 2.1 0.09 0.075 -126.1
2011 206 6.5 304.8 11.7 0.87 0 0 301.25 -3.3 -1.2 0.09 0.097 22.4
2011 206 7 288.5 9.8 1.04 0 0 301.05 -8.1 -4.6 0.11 0.224 14.6
2011 206 7.5 284.2 8.8 1.44 0 0 301.13 -14.2 -7.7 0.19 0.321 45.9
2011 206 8 253.9 3 1.37 0 0 301 -1.1 1.2 0.15 -0.041 306.8
2011 206 8.5 288 9 0.78 0 0 300.93 -2.8 -2.4 0.08 0.052 20.9
2011 206 9 330.4 16.4 0.76 0 0 300.78 -5.4 -7.8 0.09 0.03 13.8
2011 206 9.5 353.9 12.3 0.71 0 0 300.94 -3.9 5.5 0.06 0.067 4.3
2011 206 10 305.2 14.4 1.23 0 0 301.23 -8.6 -1.2 0.16 0.107 41.3
2011 206 10.5 265 7.8 1.25 0 0 301.08 -4.6 3.2 0.13 0.11 46.2
2011 206 11 254.6 0 1.32 0 0 301.21 -11.2 7.9 0.17 0.274 42.2
2011 206 11.5 222.5 3.3 0.98 0 0 301.83 7.2 33.9 0.2 0.495 -98.6
2011 206 12 248 0.9 1.05 0 0 302.35 52.2 45.2 0.13 -0.637 -4.2
2011 206 12.5 185.9 7.3 1.21 0 0 303.08 39.4 108.7 0.46 -0.284 -224.3
2011 206 13 161.2 8.8 2.35 0 0 303.53 70.2 53.3 0.25 -0.563 -21.8
2011 206 13.5 182 1 1.72 0 0 304.17 105 123.6 0.33 -0.71 -32.1
2011 206 14 183.3 6.4 2 0 0 304.52 109.4 150.2 0.16 -0.216 -3.8
2011 206 14.5 168.1 12.4 1.03 0 0 304.96 104.1 90.6 0.16 -0.879 -3.8
2011 206 15 170.8 8.4 2.28 0 0 305.44 139.2 149.6 0.4 -0.823 -44.1
2011 206 15.5 158.3 4.4 2.31 0 0 305.92 170.6 183.4 0.47 -0.899 -56.9
2011 206 16 171.4 2.3 2.47 0 0 306.14 220.3 177.1 0.48 -1.036 -47.2
2011 206 16.5 113.3 12.1 2.86 0 0 305.73 79.6 309.6 0.51 0.046 -155.3
2011 206 17 29.6 18 0.96 0 0 302.84 -42.4 90.8 0.3 1.844 60.4
2011 206 17.5 253.4 1.3 0.74 0 0 303.02 -14.7 -213.9 0.23 0.19 76
2011 206 18 195.1 7.1 0.85 0 0 303.75 59.3 1463.9 0.44 -1.879 -135.8
2011 206 18.5 297.7 7 2.24 0 0 301.68 -197.9 2323.5 0.44 -17.881 38.7
2011 206 19 338.4 9.2 3.42 0.01 0 300.61 -775 23.5 0.76 2.41 51.1
2011 206 19.5 298 10.1 2.54 0 0 300.62 -82.8 547.4 0.51 -3.647 149.2
2011 206 20 269.9 1 1.32 0 0 301.32 114.4 265.1 0.66 -0.337 -234
2011 206 20.5 166.7 4.3 0.66 -0.01 0 302.98 295.2 -102.7 0.83 -1.918 -182.9
2011 206 21 339.7 32.3 0.44 0 0 301.95 20.5 234.1 0.06 -20.023 -0.9
2011 206 21.5 162 0.5 1.01 0 0 300.71 -9999.9 -9999.9 0.3 -9999.9 -9999.9
2011 206 22 222.5 2.1 0.53 0 0 299.02 -9999.9 -9999.9 0.18 -9999.9 -9999.9
2011 206 22.5 325.4 6.5 0.4 0 0 299.58 -9999.9 -9999.9 0.08 -9999.9 -9999.9
2011 206 23 287.8 8.2 1.5 0 0 300.2 -6.2 221.4 0.26 -8.392 250.2
2011 206 23.5 286.8 4 0.83 0 0 300.36 -4 31.9 0.18 -2.053 142.7
2011 207 0 144 0.2 0.74 0 0 300.17 -8.3 10.1 0.03 0.806 0.3
2011 207 0.5 298.6 15.1 0.65 0 0 300.11 1 -2.3 0.06 0.021 -15.5
2011 207 1 161.8 1.5 0.98 0 0 299.76 20.1 6.8 0.12 -0.439 -7.2
2011 207 1.5 154.7 4.1 1.19 0 0 299.45 -5 -6.2 0.02 0.246 0.2
2011 207 2 136.3 3 1.11 0 0 299.25 -2.3 -3.4 0.03 0.15 1
2011 207 2.5 82.6 8.8 0.53 0 0 299.28 3.4 3.8 0.04 -0.224 -2.2
2011 207 3 134.7 2.7 0.82 0 0 299.58 -0.3 -3.4 0.04 0.006 23.3
2011 207 3.5 214.6 0.9 1.21 0 0 299.53 -7.8 -6.1 0.12 0.207 21.4
2011 207 4 221.4 1 1.35 0 0 299.48 -7 -2.8 0.12 0.272 25.5
2011 207 4.5 219.3 1.9 1.16 0 0 299.48 -4 -2.9 0.09 0.063 15.4
2011 207 5 311.8 3.4 0.87 0 0 299.19 -6.2 -5.4 0.04 0.068 1
2011 207 5.5 309.5 8.5 0.96 0 0 298.78 -8.2 -21.8 0.09 0.06 9.2
2011 207 6 288.3 2.9 0.54 0 0 298.57 -2.3 -3.8 0.09 0.077 30.2
2011 207 6.5 176.8 3.5 0.74 0 0 298.74 0.6 2.7 0.02 0.055 -0.8
2011 207 7 166.1 7.7 1.25 0 0 298.65 -4.8 1 0.13 0.174 42.2
2011 207 7.5 124.3 8.8 0.89 0 0 298.56 -1.9 -1.4 0.08 0.065 26.1
2011 207 8 174.5 5.8 1.32 0 0 298.9 -6.5 -4 0.09 0.081 12.1
2011 207 8.5 245.2 1.9 1.54 0 0 298.88 -6.6 0.7 0.13 0.162 30.1
2011 207 9 233.3 3 1.28 0 0 298.78 -21.3 -0.6 0.21 0.386 38.7
2011 207 9.5 250.9 5.2 1.08 0 0 298.76 -34.5 -0.5 0.22 0.825 26.9
2011 207 10 285.4 7.7 1.41 0 0 298.64 -23.2 14 0.16 0.714 16.7
2011 207 10.5 277.8 7.8 1.14 0 0 298.47 -13 4.4 0.11 0.044 10.5
2011 207 11 240.2 4.4 1.15 0 0 298.72 -24.6 70.9 0.24 1.005 52.6
2011 207 11.5 273.1 7.1 2.16 0 0 299.05 -52.6 440.9 0.62 2.896 421.7
2011 207 12 272.5 6.4 2.27 0 0 299.21 -16.6 388.3 0.59 0.619 1136.2
2011 207 12.5 282.5 10.7 1.59 0 0 299.57 24.1 487.4 0.49 0.583 -461.3
2011 207 13 277.7 11.2 1.63 0 0 299.97 70.2 555.6 0.54 0.205 -210.1
2011 207 13.5 307 13.8 1.18 0 0 300.43 57.5 337.7 0.39 -0.245 -97.9
2011 207 14 301.4 8.5 1.33 0 0 300.95 70 348.5 0.29 -0.118 -33.7
2011 207 14.5 310.9 1.6 1.81 0 0 301.43 94.8 397.3 0.33 -0.186 -36.2
2011 207 15 356.8 11.3 0.99 0 0 301.99 115.5 260.1 0.17 -0.582 -3.8
2011 207 15.5 326.7 14.2 0.22 0 0 302.7 68.9 244.7 0.14 -0.179 -4
2011 207 16 44.8 47.7 0.55 0 0 303.17 85.2 641.8 0.16 0.023 -4.4
2011 207 16.5 46.9 46.4 0.77 0 0 303.82 209 329.5 0.41 -0.746 -29.5
2011 207 17 56.2 32.5 0.72 0 0 304.42 116.1 484.5 0.24 -0.249 -11.1
2011 207 17.5 93.6 25.7 2.26 0 0 305.23 148.2 511.9 0.37 -0.133 -30.5
2011 207 18 70.2 24.6 1.85 0 0 305.63 114.7 428.9 0.21 -0.236 -7
2011 207 18.5 43.8 16.4 1.27 0 0 306.26 53.2 380.2 0.3 0.125 -44.5
2011 207 19 78.7 22.2 1.96 0 0 306.44 97.5 482.9 0.5 -0.229 -117.9
2011 207 19.5 112.5 10.4 2.11 0 0 306.59 64.1 466.4 0.61 -0.157 -326.3
2011 207 20 83 19.3 2.34 0 0 306.71 49.9 379.4 0.38 0.066 -103.9
2011 207 20.5 80 15.3 2.63 0 0 306.92 14 383.7 0.64 0.361 -1711
2011 207 21 71.8 16.3 2.32 0 0 307 -0.3 362.7 0.62 0.332 9990
2011 207 21.5 0.9 20.7 2.75 0 0 306.94 20.9 314.4 0.53 0.094 -652.6
2011 207 22 8.2 15.8 2.87 0 0 306.72 -21.4 199.8 0.54 0.392 675.4
2011 207 22.5 2.9 20.1 3.12 0 0 306.52 -36.8 190.9 0.57 0.312 471.1
2011 207 23 0.8 18.8 3 0 0 306.31 -60.1 138.3 0.66 0.774 443.9
2011 207 23.5 3.4 18 3.03 0 0 305.87 -64.1 84.2 0.46 0.559 142.6
2011 208 0 15.8 17.2 2.42 0 0 305.23 -44.4 30.9 0.32 0.376 66.7
2011 208 0.5 9.4 19.6 2.31 0 0 304.85 -40.3 22.5 0.27 0.333 43.8
2011 208 1 2.4 16.5 2.21 0 0 304.31 -30.6 6.6 0.16 0.149 12.6
2011 208 1.5 15.6 14.6 1.98 0 0 303.96 -45.2 27.3 0.27 0.386 41.7
2011 208 2 9.5 14.7 1.96 0 0 303.7 -34.6 11.1 0.17 0.207 13.5
2011 208 2.5 28.4 12.8 1.37 0 0 303.5 -30.7 9.9 0.18 0.256 16.4
2011 208 3 5.8 12 1.17 0 0 303.27 -2.6 0.5 0.03 0.02 1.3
2011 208 3.5 5.7 12.1 1.55 0 0 303.32 0.2 -0.1 0.05 -0.012 -44.9
2011 208 4 32.9 12.9 1.37 0 0 303.28 -2.1 -4.4 0.03 -0.019 1.6
2011 208 4.5 63.8 12.7 0.88 0 0 302.7 2.2 -0.9 0.04 -0.062 -3.9
2011 208 5 146.8 8.6 0.83 0 0 302.39 -8 1.1 0.06 0.212 2.8
2011 208 5.5 206.2 2.6 1.44 0 0 302.36 -23.1 28.2 0.25 0.458 62.2
2011 208 6 247.3 1.5 1.91 0 0 302.26 -59.9 56.1 0.36 1.104 69
2011 208 6.5 267.4 4.2 2.48 0 0 301.67 -72.8 69 0.48 1.15 138.6
2011 208 7 296.8 5.7 2.14 0 0 301.13 -43.1 36.1 0.38 0.463 120.6
2011 208 7.5 327.3 10.6 1.16 0 0 300.46 -27.4 15.3 0.21 0.249 30.7
2011 208 8 316.6 8.7 1.28 0 0 299.78 -11.6 12.6 0.18 0.179 48.6
2011 208 8.5 287.9 6.2 1.47 0 0 299.04 -12.4 9 0.15 0.164 23.4
2011 208 9 246.3 4.9 0.92 0 0 298.55 -12 5.9 0.08 0.143 4.4
2011 208 9.5 249.5 2.9 1.72 0 0 298.29 -12.2 19.8 0.15 0.218 23.3
2011 208 10 263 3.7 1.78 0 0 297.76 -23.9 26.4 0.18 0.372 20.6
2011 208 10.5 280.2 7.1 1.82 0 0 297.64 -36.8 54.2 0.21 0.387 24.7
2011 208 11 262.1 8.1 1.55 0 0 297.88 -46.6 128.8 0.38 0.629 111.7
2011 208 11.5 255.6 4.6 1.88 0 0 298.27 -13.3 213.4 0.49 0.672 812.9
2011 208 12 267.7 9.4 1.56 0 0 298.95 50.5 201.3 0.53 -0.057 -274.5
2011 208 12.5 270.9 6.1 1.8 0 0 299.57 65.9 219.8 0.46 -0.002 -133.2
2011 208 13 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
2011 208 13.5 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
2011 208 14 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
2011 208 14.5 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
2011 208 15 196.6 10.2 1.92 0 0 300.63 204.1 409.7 0.32 -0.664 -15.3
2011 208 15.5 235.2 3.1 1.79 0 0 300.95 204.4 442.9 0.56 -0.789 -78.2
2011 208 16 273.7 0.6 2.64 0 0 301.3 210.5 338.8 0.51 -0.862 -58.4
2011 208 16.5 240.2 1 1.41 0 0 301.87 223.8 509 0.42 -0.771 -30.6
2011 208 17 261.3 7.2 1.85 0 0 302.26 160.4 331.5 0.55 -0.58 -95.2
2011 208 17.5 265.2 5.5 1.76 0 0 302.67 199.9 385.5 0.51 -0.782 -61.8
2011 208 18 251.8 0.7 1.73 0 0 302.92 194.2 408.4 0.5 -0.615 -60.7
2011 208 18.5 226.8 4 1.59 0 0 303.25 120.1 334.7 0.38 -0.523 -41.2
2011 208 19 255.7 3.8 2.52 0 0 303.61 109.8 297.2 0.46 -0.493 -78.8
2011 208 19.5 241.5 3.8 1.67 0 0 303.79 114.8 335.3 0.42 -0.624 -61.5
2011 208 20 292 4 1.84 0 0 303.94 105.9 466.9 0.46 -0.663 -83.8
2011 208 20.5 180.6 11.9 1.91 0 0 304.24 65.9 428.7 0.46 -0.367 -130.8
2011 208 21 251.9 1.4 1.26 0 0 304.19 18.1 310.9 0.46 -0.146 -495.4
2011 208 21.5 172.1 5.5 1.49 0 0 304.35 5.7 209.5 0.34 -0.125 -640.8
2011 208 22 240.2 9.9 1.27 0 0 304.4 2.7 218.9 0.27 -0.177 -645.3
2011 208 22.5 330 19.9 0.8 0 0 304.34 -2.7 22.2 0.13 -0.06 80.2
2011 208 23 307.2 17.2 1.08 0 0 303.77 12.4 -28.7 0.08 -0.033 -3.3
2011 208 23.5 276.4 13.5 1.87 0 0 303.52 -7.4 8.1 0.07 0 4.6
2011 209 0 266.8 10.6 2.34 0 0 303.01 -7.9 2 0.12 0.007 17.9
2011 209 0.5 228.7 3.9 1.91 0 0 302.26 3.9 -16.8 0.06 -0.157 -6.6
2011 209 1 182.8 2.2 2.29 0 0 301.34 43.7 -34.7 0.08 -0.122 -1.2
2011 209 1.5 155 4.6 1.62 0 0 300.58 -7.4 6 0.1 0.085 12.5
2011 209 2 235 4.5 0.57 0 0 300.25 -12.6 15.6 0.16 0.244 29.4
2011 209 2.5 274.8 4.8 0.44 0 0 300.11 8 -5.6 0.06 -0.209 -2
2011 209 3 178.6 2 1.06 0 0 300.26 -7.6 2.2 0.06 0.087 2.7
2011 209 3.5 293 1.3 0.36 0 0 298.68 5.7 -8.3 0.06 -0.179 -3
2011 209 4 324.6 6.2 0.31 0 0 298.37 2.8 -2.6 0.01 -0.062 0
2011 209 4.5 332.9 0.4 0.36 0 0 298.11 3.6 -2.4 0.06 -0.095 -6.8
2011 209 5 328.1 9.4 0.67 0 0 298.59 -4.3 -0.8 0.07 -0.048 8.2
2011 209 5.5 18.5 15.6 0.24 0 0 298.86 0.1 2.4 0.06 0.085 -305.6
2011 209 6 154.2 5.2 0.35 0 0 298.76 -1 6.3 0.06 0.183 18.1
2011 209 6.5 111.8 27 0.21 0 0 297.94 7.5 -0.6 0.1 0.192 -12.9
2011 209 7 278 9.3 0.53 0 0 298.18 0.7 2.7 0.08 0.112 -82.4
2011 209 7.5 218 5.4 0.39 0 0 298.31 2.3 -4.3 0.08 -0.117 -18.8
2011 209 8 23.6 20.6 0.24 0 0 297.92 3.7 -6.8 0.06 -0.196 -5.5
2011 209 8.5 166.1 37.5 0.07 0 0 298.07 -0.8 0.5 0.01 0.015 0.3
2011 209 9 297.1 1.3 0.22 0 0 298.06 -6.2 -1.1 0.03 -0.074 0.3
2011 209 9.5 189.7 1 0.42 0 0 298.07 -3.8 0 0.03 -0.036 0.7
2011 209 10 249.4 1.7 0.51 0 0 297.61 0.1 0.5 0.01 0.013 -0.6
2011 209 10.5 276.4 7.5 0.62 0 0 297.14 1.9 -12.4 0.03 -0.302 -0.8
2011 209 11 318.6 14.5 0.48 0 0 297.73 9.7 10.2 0.04 0.011 -0.9
2011 209 11.5 235 1.7 0.79 0 0 298.86 -3.3 7.3 0.07 0.047 11.3
2011 209 12 145.3 10.1 1.01 0 0 299.83 -1.8 21.2 0.1 0.253 54.6
2011 209 12.5 90.5 0.1 0.88 0 0 301.08 4.9 289.9 0.37 1.628 -929.6
2011 209 13 15.8 19.9 1.39 0 0 302.52 3.8 253.8 0.33 0.902 -902
2011 209 13.5 30.5 22 1.64 0 0 303.3 15 149.4 0.25 -0.4 -102.7
2011 209 14 5.4 22 1.89 0 0 303.9 72.3 296.1 0.4 -0.649 -80.7
2011 209 14.5 14 24.1 1.89 0 0 304.56 16.6 169.7 0.18 -0.147 -32.6
2011 209 15 39.6 18.4 1.84 0 0 304.9 72.4 317.2 0.42 -0.524 -97.1
2011 209 15.5 3.9 25 1.65 0 0 304.9 18.1 208.5 0.28 -0.621 -113.1
2011 209 16 43.6 21.9 0.52 0 0 305.29 54.7 304 0.25 -0.625 -27.8
2011 209 16.5 233.1 1.5 1.01 0 0 305.46 62.1 266.6 0.33 -0.739 -54.4
2011 209 17 168.2 0.2 0.54 0 0 305.86 117.6 268.6 0.26 -1.135 -14.4
