date,orbit,filename,line,column,uvai,mpl_z1,sd_mpl_z1,mpl_n1,mpl_z2,sd_mpl_z2,mpl_n2,m2_aoch532,m2_aod532
2023-03-09 16:28:22,27996,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0309t160647-o27996_v01-2023m0312t141144.nc, 3007,  11,-0.41, 1.75, 0.08,104, 1.70, 0.43, 43,1.31,0.10
2023-03-09 18:09:52,27997,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0309t174818-o27997_v01-2023m0312t154400.nc, 2888, 399, 0.48, 1.48, 0.05, 72, 1.48, 0.25, 23,1.32,0.11
2023-03-15 17:57:48,28082,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0315t173613-o28082_v01-2023m0316t171221.nc, 2838, 359,-0.01, 1.90, 0.12,114, 1.78, 0.50, 43,1.96,0.05
2023-03-16 17:38:55,28096,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0316t171720-o28096_v01-2023m0319t151453.nc, 2840, 270,-0.27, 2.09, 0.12,117, 1.97, 0.57, 29,1.71,0.09
2023-03-19 16:42:19,28138,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0319t162044-o28138_v01-2023m0320t213021.nc, 2895,  35,-0.72, 2.24, 0.16,114, 1.70, 0.36, 20,1.32,0.11
2023-03-19 18:23:49,28139,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0319t180214-o28139_v01-2023m0320t213459.nc, 2802, 425, 0.04, 1.05, 0.03, 29, 1.01, 0.14, 29,1.36,0.13
2023-03-20 18:04:56,28153,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0320t174322-o28153_v01-2023m0321t181504.nc, 2794, 381,-0.43, 1.46, 0.08,118, 1.28, 0.34, 60,1.28,0.08
2023-03-22 17:27:12,28181,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0322t170537-o28181_v01-2023m0324t034309.nc, 2800, 198,-0.45, 1.32, 0.18, 51, 1.04, 0.15,  2,1.09,0.18
2023-03-26 17:53:13,28238,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0326t173138-o28238_v01-2023m0327t161701.nc, 2745, 335,-0.30, 2.20, 0.11,117, 2.02, 0.48, 60,1.58,0.09
2023-03-30 16:37:41,28294,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0330t161607-o28294_v01-2023m0402t142222.nc, 2814,  25,-0.67, 1.56, 0.04, 95, 1.52, 0.31, 60,1.69,0.10
2023-03-30 18:19:12,28295,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0330t175738-o28295_v01-2023m0402t155208.nc, 2707, 413,-0.36, 1.69, 0.11,116, 1.52, 0.26, 60,1.68,0.09
2023-04-01 17:41:26,28323,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0401t171952-o28323_v01-2023m0404t021326.nc, 2702, 272, 0.36, 1.65, 0.06,107, 1.62, 0.28, 33,1.65,0.12
2023-04-02 17:22:34,28337,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0402t170059-o28337_v01-2023m0404t082413.nc, 2713, 165, 0.08, 1.73, 0.09,113, 1.60, 0.47, 60,1.58,0.12
2023-04-03 17:03:40,28351,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0403t164207-o28351_v01-2023m0404t180158.nc, 2732,  83,-0.44, 2.07, 0.08, 86, 2.01, 0.18, 20,1.32,0.16
2023-04-04 16:44:48,28365,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0404t162314-o28365_v01-2023m0405t181457.nc, 2758,  36,-0.32, 1.57, 0.08,108, 1.47, 0.28, 60,1.38,0.17
2023-04-04 18:26:19,28366,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0404t180444-o28366_v01-2023m0405t183720.nc, 2665, 425,-0.04, 1.75, 0.09,126, 1.54, 0.29, 59,1.41,0.16
2023-04-05 18:07:25,28380,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0405t174551-o28380_v01-2023m0406t194140.nc, 2657, 382,-0.04, 2.34, 0.25,117, 1.16, 0.18, 41,1.70,0.23
2023-04-09 16:51:52,28436,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0409t163018-o28436_v01-2023m0411t121833.nc, 2704,  49,-0.57, 1.83, 0.29,126, 1.43, 0.24, 54,1.39,0.14
2023-04-09 18:33:24,28437,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0409t181149-o28437_v01-2023m0411t122236.nc, 2624, 440,-0.20, 1.86, 0.27,126, 1.64, 0.47, 43,1.38,0.15
2023-04-10 16:33:00,28450,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0410t161125-o28450_v01-2023m0411t161603.nc, 2733,  12,-0.38, 1.09, 0.02, 64, 1.09, 0.13, 55,1.38,0.11
2023-04-10 18:14:30,28451,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0410t175255-o28451_v01-2023m0411t171100.nc, 2615, 400,-0.20, 1.14, 0.11, 79, 1.11, 0.13, 59,1.40,0.11
2023-04-12 17:36:42,28479,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0412t171509-o28479_v01-2023m0421t074608.nc, 2617, 237,-0.26, 1.65, 0.07,112, 1.56, 0.21, 60,1.62,0.15
2023-04-13 17:17:49,28493,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0413t165615-o28493_v01-2023m0421t115851.nc, 2630, 134,-0.43, 1.38, 0.11,112, 1.22, 0.22, 60,1.50,0.10
2023-04-14 16:58:56,28507,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0414t163721-o28507_v01-2023m0422t090346.nc, 2653,  64,-0.35, 0.88, 0.09, 60, 0.88, 0.15,  3,1.64,0.12
2023-04-16 18:02:39,28536,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0416t174104-o28536_v01-2023m0422t103841.nc, 2570, 361, 0.25, 1.03, 0.07, 39, 1.03, 0.07,  1,1.35,0.23
2023-04-18 17:24:51,28564,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0418t170317-o28564_v01-2023m0422t122230.nc, 2584, 165,-0.14, 2.02, 0.06,109, 1.93, 0.33, 60,1.78,0.12
2023-04-19 17:05:57,28578,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0419t164423-o28578_v01-2023m0422t131016.nc, 2604,  84,-0.89, 1.76, 0.06,105, 1.70, 0.31, 60,2.02,0.13
2023-04-20 16:47:03,28592,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0420t162529-o28592_v01-2023m0422t140433.nc, 2631,  36,-0.79, 1.58, 0.07,106, 1.47, 0.18, 60,1.27,0.14
2023-04-20 18:28:32,28593,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0420t180700-o28593_v01-2023m0422t140458.nc, 2541, 425,-0.28, 1.42, 0.03,101, 1.37, 0.17, 60,1.28,0.14
2023-04-21 18:09:39,28607,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0421t174806-o28607_v01-2023m0422t164036.nc, 2533, 383,-0.39, 1.52, 0.04, 95, 1.49, 0.16, 60,1.42,0.17
2023-05-06 16:48:54,28819,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0506t162721-o28819_v01-2023m0508t033656.nc, 2524,  37,-0.59, 1.87, 0.08,106, 1.75, 0.50, 60,1.69,0.10
2023-05-06 18:30:25,28820,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0506t180851-o28820_v01-2023m0508t033812.nc, 2432, 426, 0.03, 2.05, 0.13,116, 1.91, 0.49, 45,1.84,0.10
2023-05-11 16:55:37,28890,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0511t163403-o28890_v01-2023m0512t170417.nc, 2483,  50,-0.33, 1.59, 0.03, 72, 1.56, 0.13, 57,1.45,0.34
2023-05-11 18:37:07,28891,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0511t181533-o28891_v01-2023m0512t172946.nc, 2406, 442, 0.50, 1.56, 0.05, 68, 1.56, 0.15,  9,1.43,0.34
2023-05-12 16:36:40,28904,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0512t161505-o28904_v01-2023m0513t185529.nc, 2515,  14,-0.14, 1.39, 0.02, 73, 1.37, 0.14, 60,1.36,0.31
2023-05-12 18:18:10,28905,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0512t175635-o28905_v01-2023m0513t185525.nc, 2398, 401, 0.31, 1.56, 0.06, 84, 1.33, 0.14, 37,1.39,0.31
2023-05-14 17:40:14,28933,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0514t171839-o28933_v01-2023m0517t114811.nc, 2404, 241, 0.02, 1.93, 0.15,113, 1.74, 0.43, 60,1.74,0.10
2023-05-15 17:21:15,28947,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0515t165941-o28947_v01-2023m0517t122854.nc, 2421, 137, 0.11, 3.82, 0.74,104, 3.82, 0.74,  1,1.62,0.21
2023-05-16 17:02:16,28961,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0516t164042-o28961_v01-2023m0518t030438.nc, 2447,  66, 0.22, 1.26, 0.08, 94, 1.15, 0.25, 25,1.35,0.23
2023-05-17 18:24:47,28976,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0517t180314-o28976_v01-2023m0518t173319.nc, 2375, 415,-0.25, 2.12, 0.08,114, 1.91, 0.43, 56,2.21,0.14
2023-05-21 17:08:53,29032,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0521t164719-o29032_v01-2023m0523t114426.nc, 2415,  86,-0.16, 2.33, 0.05, 80, 2.05, 0.19, 37,1.33,0.30
2023-05-22 18:31:24,29047,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0522t180949-o29047_v01-2023m0524t081758.nc, 2354, 427, 0.60, 2.78, 0.08, 59, 2.78, 0.17,  5,1.52,0.57
2023-05-25 17:34:25,29089,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0525t171251-o29089_v01-2023m0608t094501.nc, 2366, 204,-0.33, 2.20, 0.08,106, 2.16, 0.59, 60,2.30,0.14
2023-05-26 17:15:26,29103,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0526t165351-o29103_v01-2023m0608t104130.nc, 2386, 109,-0.42, 1.89, 0.13,107, 1.87, 0.53, 20,1.80,0.12
2023-05-30 17:40:55,29160,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0530t171921-o29160_v01-2023m0608t143132.nc, 2344, 241,-0.34, 1.43, 0.03, 84, 1.39, 0.17, 60,1.33,0.24
2023-05-31 17:21:55,29174,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0531t170021-o29174_v01-2023m0608t150959.nc, 2362, 137,-0.27, 1.17, 0.03, 84, 1.16, 0.20, 60,1.24,0.21
2023-06-01 17:02:54,29188,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0601t164121-o29188_v01-2023m0608t155015.nc, 2391,  66,-0.23, 1.12, 0.06, 74, 1.07, 0.10, 41,1.15,0.31
2023-06-02 16:43:54,29202,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0602t162220-o29202_v01-2023m0608t163251.nc, 2424,  26,-0.05, 1.76, 0.03, 73, 1.76, 0.16, 27,1.28,0.24
2023-06-02 18:25:24,29203,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0602t180350-o29203_v01-2023m0608t151222.nc, 2320, 415,-0.20, 1.75, 0.08, 68, 1.75, 0.16,  4,1.48,0.22
2023-06-10 17:34:45,29316,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0610t171310-o29316_v01-2023m0611t172249.nc, 2328, 204,-0.02, 1.18, 0.02, 62, 1.17, 0.09, 54,1.39,0.27
2023-06-11 17:15:42,29330,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0611t165409-o29330_v01-2023m0612t155700.nc, 2352, 109,-0.39, 1.68, 0.04, 58, 1.67, 0.14, 11,1.63,0.46
2023-06-19 18:06:24,29444,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0619t174449-o29444_v01-2023m0620t174308.nc, 2302, 364,-0.58, 1.52, 0.03, 57, 1.49, 0.11, 50,1.44,0.55
2023-07-13 17:14:37,29784,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0713t165302-o29784_v01-2023m0720t013223.nc, 2387, 108,-1.06, 2.68, 0.30,103, 2.13, 0.29, 15,1.50,0.19
2023-07-14 16:55:30,29798,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0714t163356-o29798_v01-2023m0720t045934.nc, 2423,  50,-0.46, 1.87, 0.12,103, 1.81, 0.46, 24,1.68,0.19
2023-07-19 17:01:29,29869,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0719t163955-o29869_v01-2023m0804t042533.nc, 2429,  65,-0.82, 1.17, 0.05, 85, 1.04, 0.14, 35,1.41,0.21
2023-07-20 16:42:23,29883,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0720t162049-o29883_v01-2023m0804t071304.nc, 2469,  26,-0.10, 0.79, 0.03, 29, 0.79, 0.06,  4,1.24,0.36
2023-07-20 18:23:52,29884,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0720t180218-o29884_v01-2023m0804t074641.nc, 2365, 414,-0.27, 0.80, 0.02, 29, 0.80, 0.05,  5,1.40,0.40
2023-07-21 18:04:46,29898,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0721t174312-o29898_v01-2023m0804t104158.nc, 2371, 363,-0.44, 2.34, 0.10, 94, 2.33, 0.30,  9,1.55,0.16
2023-07-25 18:29:48,29955,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0725t180814-o29955_v01-2023m0804t165138.nc, 2386, 426,-0.30, 1.75, 0.03, 82, 1.73, 0.18, 36,1.98,0.22
2023-07-27 17:51:34,29983,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0727t172959-o29983_v01-2023m0804t192026.nc, 2402, 308,-0.89, 2.00, 0.10, 83, 1.91, 0.21,  6,1.68,0.32
2023-07-28 17:32:25,29997,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0728t171052-o29997_v01-2023m0804t192127.nc, 2423, 202,-1.22, 1.32, 0.04, 69, 1.32, 0.12, 11,1.37,0.30
2023-07-30 16:54:12,30025,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0730t163237-o30025_v01-2023m0805t010857.nc, 2488,  49,-0.42, 1.90, 0.10,116, 1.76, 0.37, 55,1.67,0.09
2023-07-30 18:35:41,30026,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0730t181406-o30026_v01-2023m0805t010518.nc, 2411, 440,-0.59, 1.59, 0.03, 73, 1.57, 0.16, 40,1.67,0.09
2023-07-31 16:35:04,30039,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0731t161329-o30039_v01-2023m0805t050015.nc, 2530,  13,-0.55, 2.28, 0.15,103, 2.02, 0.38,  9,1.54,0.17
2023-08-11 18:09:03,30196,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0811t174728-o30196_v01-2023m0814t155007.nc, 2474, 382,-0.00, 1.47, 0.06, 72, 1.06, 0.10, 36,1.55,0.16
2023-08-16 16:33:18,30266,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0816t161144-o30266_v01-2023m0819t141542.nc, 2623,  12,-0.21, 1.28, 0.06, 58, 1.21, 0.13, 23,1.39,0.11
2023-08-19 17:17:21,30309,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0819t165546-o30309_v01-2023m0822t145122.nc, 2562, 133,-0.45, 1.63, 0.14,110, 1.53, 0.19, 60,2.01,0.12
2023-08-20 16:58:11,30323,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0820t163637-o30323_v01-2023m0822t120854.nc, 2599,  64,-0.65, 2.08, 0.04, 95, 2.04, 0.27, 52,1.53,0.18
2023-08-21 16:39:02,30337,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0821t161728-o30337_v01-2023m0822t175759.nc, 2641,  25,-0.55, 1.63, 0.03, 83, 1.60, 0.17, 60,1.33,0.24
2023-08-21 18:20:32,30338,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0821t175857-o30338_v01-2023m0822t171739.nc, 2536, 413, 0.13, 1.55, 0.02, 73, 1.49, 0.13, 42,1.34,0.25
2023-08-22 18:01:22,30352,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0822t173948-o30352_v01-2023m0823t163036.nc, 2545, 360,-0.35, 1.95, 0.10, 94, 1.79, 0.15, 60,1.82,0.18
2023-08-30 17:09:34,30465,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0830t164800-o30465_v01-2023m0831t180226.nc, 2647, 104,-0.66, 1.54, 0.04, 84, 1.52, 0.20, 30,1.30,0.13
2023-08-31 16:50:27,30479,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0831t162853-o30479_v01-2023m0901t185031.nc, 2686,  48,-0.36, 1.30, 0.16, 97, 1.18, 0.26, 58,1.33,0.07
2023-08-31 18:31:56,30480,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0831t181022-o30480_v01-2023m0901t185203.nc, 2609, 439,-0.14, 1.72, 0.84,107, 1.12, 0.20, 54,1.47,0.07
2023-09-01 16:31:21,30493,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0901t160946-o30493_v01-2023m0905t203243.nc, 2731,  11,-0.41, 2.05, 0.16,116, 1.82, 0.25, 60,1.47,0.08
2023-09-02 17:53:43,30508,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0902t173209-o30508_v01-2023m0907t144636.nc, 2625, 334,-0.53, 1.06, 0.01, 62, 1.06, 0.10, 60,1.30,0.10
2023-09-03 17:34:39,30522,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0903t171302-o30522_v01-2023m0908t081740.nc, 2641, 235,-0.66, 2.04, 0.07, 92, 1.86, 0.14, 37,1.61,0.15
2023-09-04 17:15:30,30536,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0904t165355-o30536_v01-2023m0908t145740.nc, 2674, 132,-0.87, 0.83, 0.06, 47, 0.69, 0.09, 11,2.22,0.12
2023-09-05 16:56:23,30550,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0905t163448-o30550_v01-2023m0909t205200.nc, 2711,  63,-0.62, 1.51, 0.09, 99, 1.41, 0.16, 60,1.51,0.14
2023-09-08 17:40:31,30593,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0908t171856-o30593_v01-2023m0911t033727.nc, 2677, 272,-0.21, 1.37, 0.07, 98, 1.30, 0.18, 23,1.41,0.30
2023-09-11 18:24:39,30636,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0911t180304-o30636_v01-2023m0912t222232.nc, 2689, 425, 1.47, 1.59, 0.42,116, 1.41, 0.37,  2,1.32,0.29
2023-09-12 18:05:32,30650,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0912t174357-o30650_v01-2023m0914t144513.nc, 2696, 382,-0.04, 1.62, 0.13,104, 1.49, 0.23,  7,1.37,0.16
2023-09-13 17:46:24,30664,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0913t172449-o30664_v01-2023m0920t144147.nc, 2712, 306,-0.14, 1.25, 0.03, 62, 1.25, 0.11, 12,1.24,0.12
2023-09-14 17:27:16,30678,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0914t170542-o30678_v01-2023m0920t204514.nc, 2735, 200,-0.80, 1.62, 0.23,101, 1.52, 0.33,  5,1.48,0.09
2023-09-15 17:08:09,30692,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0915t164634-o30692_v01-2023m0921t201441.nc, 2767, 106,-0.50, 1.75, 0.38,126, 1.15, 0.33, 54,1.50,0.06
