date,orbit,filename,line,column,uvai,mpl_z1,sd_mpl_z1,mpl_n1,mpl_z2,sd_mpl_z2,mpl_n2,m2_aoch532,m2_aod532
2020-03-13 17:24:47,12518,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0313t170312-o12518_v01-2021m1101t190148.nc, 2872, 205,-0.55, 1.65, 0.17, 92, 1.56, 0.45, 21,1.24,0.10
2020-03-16 18:09:33,12561,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0316t174758-o12561_v01-2021m1102t004839.nc, 2824, 402, 1.32, 0.68, 0.07, 27, 0.68, 0.10,  2,1.80,0.16
2020-03-19 17:12:47,12603,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0319t165114-o12603_v01-2021m1102t174610.nc, 2837, 137,-0.22, 0.73, 0.11, 80, 0.73, 0.19,  3,1.05,0.25
2020-03-22 17:57:34,12646,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0322t173600-o12646_v01-2021m1103t042144.nc, 2774, 364, 0.77, 1.68, 0.10,105, 1.61, 0.40, 25,1.43,0.17
2020-03-26 18:23:25,12703,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0326t180151-o12703_v01-2021m1103t184128.nc, 2739, 427, 1.02, 1.46, 0.07,116, 1.33, 0.40, 59,1.32,0.13
2020-03-30 17:07:45,12759,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0330t164611-o12759_v01-2021m1104t084417.nc, 2751, 109,-0.78, 1.81, 0.07, 98, 1.77, 0.51, 57,1.72,0.12
2020-04-05 16:55:46,12844,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0405t163411-o12844_v01-2021m1105t043655.nc, 2721,  67,-0.09, 1.74, 0.05, 49, 1.55, 0.18, 12,1.34,0.23
2020-04-06 16:36:50,12858,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0406t161516-o12858_v01-2021m1105t072211.nc, 2749,  27, 0.45, 2.40, 0.16,116, 2.35, 0.79, 27,2.46,0.15
2020-04-11 16:43:44,12929,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0411t162210-o12929_v01-2021m1105t213917.nc, 2696,  37,-0.12, 1.54, 0.22, 86, 1.49, 0.42, 13,2.10,0.15
2020-04-11 18:25:15,12930,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0411t180340-o12930_v01-2021m1105t211451.nc, 2605, 426, 0.57, 1.69, 0.15, 98, 1.64, 0.41, 12,2.41,0.16
2020-04-15 17:09:32,12986,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0415t164758-o12986_v01-2021m1106t060823.nc, 2621, 109,-0.55, 1.63, 0.10, 98, 1.46, 0.30, 43,1.66,0.12
2020-04-16 18:32:07,13001,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0416t181033-o13001_v01-2021m1106t094011.nc, 2567, 442, 0.63, 1.87, 0.62,110, 1.47, 0.49, 27,1.71,0.17
2020-05-02 16:52:07,13227,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0502t163033-o13227_v01-2021m1108t052005.nc, 2534,  50, 0.23, 1.92, 0.06, 95, 1.82, 0.40, 57,1.82,0.12
2020-05-02 18:33:37,13228,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0502t181203-o13228_v01-2021m1108t051927.nc, 2457, 442, 0.71, 1.93, 0.07,110, 1.80, 0.36, 60,1.88,0.13
2020-05-04 17:55:43,13256,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0504t173409-o13256_v01-2021m1108t104826.nc, 2446, 339, 0.91, 1.81, 0.16,100, 1.78, 0.52, 15,1.90,0.11
2020-05-07 16:58:51,13298,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0507t163717-o13298_v01-2021m1108t180852.nc, 2493,  66,-0.02, 2.57, 0.06,106, 2.53, 0.44, 60,1.98,0.11
2020-05-11 17:24:31,13355,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0511t170257-o13355_v01-2021m1109t043155.nc, 2433, 169,-1.37, 2.34, 0.21,101, 2.28, 0.50, 15,1.42,0.19
2020-05-13 16:46:36,13383,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0513t162501-o13383_v01-2021m1109t092925.nc, 2484,  37, 0.01, 1.87, 0.16, 92, 1.86, 0.38,  6,1.86,0.19
2020-05-13 18:28:05,13384,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0513t180631-o13384_v01-2021m1109t095435.nc, 2394, 426, 0.40, 1.95, 0.08,106, 1.83, 0.40, 42,1.90,0.19
2020-05-15 17:50:10,13412,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0515t172835-o13412_v01-2021m1109t144451.nc, 2390, 309, 0.32, 1.72, 0.12, 90, 1.68, 0.26,  8,1.63,0.16
2020-05-16 17:31:10,13426,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0516t170936-o13426_v01-2021m1109t171745.nc, 2403, 203,-0.12, 2.14, 0.11,108, 1.98, 0.55, 47,1.90,0.14
2020-05-19 18:15:45,13469,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0519t175411-o13469_v01-2021m1110t004608.nc, 2366, 401, 0.58, 2.59, 0.18, 65, 2.58, 0.56, 14,2.09,0.19
2020-05-23 16:59:49,13525,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0523t163815-o13525_v01-2021m1110t175048.nc, 2420,  66,-0.26, 1.57, 0.16, 93, 1.57, 0.41,  7,1.50,0.13
2020-05-30 18:09:53,13625,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0530t174819-o13625_v01-2021m1111t121322.nc, 2329, 384, 0.19, 1.82, 0.06,106, 1.76, 0.42, 58,1.94,0.10
2020-06-01 17:31:53,13653,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0601t171018-o13653_v01-2021m1111t171611.nc, 2346, 203, 0.56, 1.91, 0.11, 83, 1.88, 0.28,  8,1.92,0.11
2020-06-07 17:19:20,13738,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0607t165745-o13738_v01-2021m1112t105354.nc, 2350, 136, 0.05, 2.00, 0.22,108, 1.81, 0.37, 17,1.64,0.11
2020-06-08 17:00:18,13752,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0608t163844-o13752_v01-2021m1112t135016.nc, 2378,  65, 0.17, 1.93, 0.12,106, 1.89, 0.52, 22,1.66,0.09
2020-06-09 16:41:17,13766,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0609t161943-o13766_v01-2021m1112t170354.nc, 2413,  26,-0.07, 1.51, 0.04, 83, 1.48, 0.22, 55,1.34,0.22
2020-06-12 17:25:43,13809,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0612t170409-o13809_v01-2021m1113t002855.nc, 2336, 167, 0.01, 1.91, 0.06,106, 1.86, 0.37, 57,1.63,0.12
2020-06-13 17:06:42,13823,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0613t164507-o13823_v01-2021m1113t024532.nc, 2363,  84,-0.56, 2.17, 0.16, 94, 1.95, 0.27,  9,1.75,0.11
2020-06-14 16:47:40,13837,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0614t162606-o13837_v01-2021m1113t055803.nc, 2396,  36,-0.60, 1.88, 0.05, 94, 1.82, 0.27, 60,1.73,0.21
2020-06-24 17:00:17,13979,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0624t163842-o13979_v01-2021m1114t070437.nc, 2374,  65,-0.07, 1.96, 0.11,106, 1.72, 0.43, 23,1.73,0.10
2020-06-26 18:03:41,14008,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0626t174206-o14008_v01-2021m1114t113535.nc, 2309, 362, 1.10, 1.99, 0.31,103, 1.88, 0.37,  3,1.63,0.20
2020-06-29 17:06:31,14050,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0629t164456-o14050_v01-2021m1114t185905.nc, 2369,  84,-0.27, 1.80, 0.13,109, 1.63, 0.40, 39,1.52,0.12
2020-06-30 18:28:57,14065,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0630t180722-o14065_v01-2021m1114t213706.nc, 2314, 426, 0.11, 1.34, 0.06, 29, 1.27, 0.11,  4,1.78,0.14
2020-07-09 17:18:51,14192,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0709t165716-o14192_v01-2021m1115t204036.nc, 2371, 134, 0.17, 0.81, 0.05, 18, 0.81, 0.05,  1,1.98,0.13
2020-07-13 17:44:01,14249,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0713t172227-o14249_v01-2021m1116t075508.nc, 2356, 273, 0.17, 1.58, 0.09, 93, 1.52, 0.31, 19,1.87,0.12
2020-07-14 17:24:55,14263,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0714t170322-o14263_v01-2021m1116t104125.nc, 2379, 165, 0.55, 1.44, 0.08, 93, 1.39, 0.36, 39,1.81,0.10
2020-07-21 16:52:49,14362,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0721t163114-o14362_v01-2021m1117t020816.nc, 2454,  49,-0.49, 1.82, 0.17, 81, 1.78, 0.27,  3,1.95,0.19
2020-07-22 16:33:44,14376,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0722t161209-o14376_v01-2021m1117t040206.nc, 2495,  12,-0.18, 1.50, 0.05, 94, 1.45, 0.25, 49,1.67,0.20
2020-07-27 16:39:44,14447,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0727t161809-o14447_v01-2021m1117t123614.nc, 2504,  25, 0.18, 1.41, 0.06, 84, 1.41, 0.23, 17,1.35,0.16
2020-08-05 17:10:44,14575,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0805t164909-o14575_v01-2021m1119t195206.nc, 2493, 106,-0.37, 1.63, 0.07, 83, 1.55, 0.30, 24,1.35,0.17
2020-08-12 16:38:24,14674,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0812t161650-o14674_v01-2021m1120t093740.nc, 2590,  25,-0.00, 1.31, 0.06, 72, 1.31, 0.16,  7,1.70,0.24
2020-08-17 16:44:16,14745,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0817t162242-o14745_v01-2021m1120t211759.nc, 2609,  35, 0.30, 2.05, 0.27,104, 1.15, 0.24, 14,1.64,0.18
2020-08-18 18:06:37,14760,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0818t174504-o14760_v01-2021m1121t035419.nc, 2524, 381, 0.44, 1.65, 0.11, 87, 1.64, 0.25,  5,1.40,0.11
2020-08-21 17:09:15,14802,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0821t164741-o14802_v01-2021m1121t090604.nc, 2591, 105,-0.70, 0.68, 0.01, 18, 0.67, 0.05, 15,1.58,0.19
2020-08-25 17:34:13,14859,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0825t171238-o14859_v01-2021m1121t202718.nc, 2586, 234, 0.21, 2.04, 0.12, 91, 1.93, 0.18, 22,1.68,0.36
2020-08-26 17:15:04,14873,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0826t165330-o14873_v01-2021m1121t221110.nc, 2615, 132, 0.00, 3.31, 0.05, 95, 3.29, 0.41, 60,2.66,0.23
2020-08-28 16:36:50,14901,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0828t161515-o14901_v01-2021m1122t034916.nc, 2696,  25, 1.23, 1.77, 0.26, 92, 1.77, 0.26,  1,1.45,0.22
2020-09-19 18:03:25,15214,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0919t174151-o15214_v01-2021m1125t082300.nc, 2759, 381, 0.85, 2.95, 0.14,116, 2.87, 0.57, 25,1.48,0.07
2020-09-21 17:25:09,15242,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0921t170334-o15242_v01-2021m1125t154620.nc, 2797, 198,-0.39, 1.82, 0.17,105, 1.73, 0.60, 22,1.47,0.08
2020-09-22 17:06:01,15256,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0922t164426-o15256_v01-2021m1126t093736.nc, 2830, 105, 0.12, 2.60, 0.09,115, 2.54, 0.55, 59,1.86,0.11
2020-09-23 16:46:51,15270,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0923t162518-o15270_v01-2021m1126t003922.nc, 2872,  48, 0.40, 2.01, 0.05, 95, 2.00, 0.30, 40,1.30,0.12
2020-09-23 18:28:21,15271,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0923t180647-o15271_v01-2021m1126t003836.nc, 2793, 439, 0.96, 1.90, 0.10,115, 1.82, 0.34, 23,1.27,0.12
2020-09-30 17:55:52,15370,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m0930t173418-o15370_v01-2021m1126t184221.nc, 2850, 360, 0.82, 2.13, 0.19,116, 2.05, 0.48, 15,1.12,0.08
2020-10-03 16:58:26,15412,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1003t163652-o15412_v01-2021m1127t021059.nc, 2932,  82,-0.00, 2.77, 0.23,128, 2.58, 0.80, 20,1.66,0.09
2020-10-04 16:39:18,15426,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1004t161744-o15426_v01-2021m1127t144406.nc, 2975,  35, 0.50, 2.69, 0.08,102, 2.62, 0.30, 38,1.91,0.17
2020-10-04 18:20:47,15427,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1004t175913-o15427_v01-2021m1127t151729.nc, 2882, 424, 1.26, 3.16, 0.05, 92, 3.15, 0.30, 44,1.96,0.20
2020-10-06 17:42:31,15455,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1006t172057-o15455_v01-2021m1127t215623.nc, 2906, 304, 0.32, 1.60, 0.11,111, 1.54, 0.39, 35,0.98,0.12
2020-10-07 17:23:22,15469,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1007t170148-o15469_v01-2021m1128t012818.nc, 2931, 198, 0.12, 2.33, 0.06,115, 2.20, 0.34, 46,1.07,0.10
2020-10-08 17:04:13,15483,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1008t164240-o15483_v01-2021m1128t071337.nc, 2964, 105, 0.12, 2.41, 0.37,135, 2.07, 0.83, 21,1.65,0.06
2020-10-09 16:45:06,15497,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1009t162332-o15497_v01-2021m1128t103348.nc, 3004,  48,-0.14, 2.77, 0.20,114, 2.59, 0.55, 36,1.65,0.08
2020-10-09 18:26:35,15498,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1009t180501-o15498_v01-2021m1128t104347.nc, 2926, 439, 2.46, 3.39, 0.14,105, 3.33, 0.60, 51,1.71,0.09
2020-10-14 16:50:54,15568,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1014t162920-o15568_v01-2021m1130t034548.nc, 3033,  63, 0.74, 1.63, 0.08,105, 1.56, 0.31, 53,1.82,0.08
2020-10-15 16:31:46,15582,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1015t161011-o15582_v01-2021m1128t220430.nc, 3078,  25, 0.62, 1.89, 0.16,127, 1.68, 0.40, 48,1.17,0.08
2020-10-15 18:13:16,15583,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1015t175141-o15583_v01-2021m1128t220406.nc, 2972, 413, 0.85, 2.04, 0.16,137, 1.86, 0.54, 26,1.11,0.08
2020-10-20 16:37:34,15653,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1020t161600-o15653_v01-2021m1129t221922.nc, 3106,  35, 1.17, 2.56, 0.04, 97, 2.54, 0.31, 56,1.20,0.14
2020-10-20 18:19:03,15654,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1020t175729-o15654_v01-2021m1129t234842.nc, 3015, 425, 1.45, 2.08, 0.06,107, 2.04, 0.27, 37,1.24,0.13
2020-11-03 17:14:14,15852,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1103t165239-o15852_v01-2021m1202t064649.nc, 3149, 165, 1.06, 1.57, 0.09,116, 1.44, 0.51, 52,1.15,0.05
2020-11-04 16:55:06,15866,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1104t163332-o15866_v01-2021m1201t191335.nc, 3183,  83, 0.98, 2.02, 0.29,126, 1.82, 0.67, 13,1.01,0.05
2020-11-07 17:39:15,15909,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1107t171740-o15909_v01-2021m1201t223621.nc, 3153, 306, 1.24, 1.53, 0.17,135, 1.30, 0.51, 54,0.94,0.08
2020-11-08 17:20:08,15923,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1108t165833-o15923_v01-2021m1201t234226.nc, 3175, 200, 0.89, 1.68, 0.22,136, 1.28, 0.63, 54,1.01,0.06
2020-11-09 17:01:00,15937,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1109t163926-o15937_v01-2021m1202t010550.nc, 3206, 106, 1.02, 1.46, 0.11,131, 1.20, 0.54, 56,0.85,0.06
2020-11-10 16:41:53,15951,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1110t162019-o15951_v01-2021m1202t031058.nc, 3245,  49, 1.26, 1.68, 0.36,125, 0.81, 0.26, 18,1.13,0.04
2020-11-13 17:26:03,15994,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1113t170429-o15994_v01-2021m1202t090457.nc, 3200, 237, 1.11, 1.69, 0.15,116, 1.52, 0.43, 16,0.99,0.09
2020-11-14 17:06:57,16008,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1114t164522-o16008_v01-2021m1202t055117.nc, 3228, 134, 0.96, 2.66, 0.13,115, 2.69, 0.58, 29,0.96,0.08
2020-11-16 16:28:44,16036,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1116t160710-o16036_v01-2021m1202t113110.nc, 3304,  26, 1.39, 1.87, 0.38,103, 1.87, 0.75,  4,1.40,0.05
2020-11-16 18:10:13,16037,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1116t174839-o16037_v01-2021m1202t113221.nc, 3202, 414, 1.71, 1.75, 0.59, 92, 1.75, 0.59,  1,1.52,0.04
2020-11-19 17:12:55,16079,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1119t165121-o16079_v01-2021m1202t133126.nc, 3247, 166, 1.59, 1.49, 0.19,108, 1.38, 0.45, 29,1.63,0.06
2020-11-20 16:53:49,16093,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1120t163215-o16093_v01-2021m1202t225434.nc, 3280,  84, 1.09, 1.78, 0.44,125, 1.49, 0.57,  6,1.05,0.05
2020-11-22 17:57:07,16122,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1122t173534-o16122_v01-2021m1202t155637.nc, 3233, 383, 1.77, 1.14, 0.04, 27, 1.13, 0.11, 10,1.21,0.14
2020-11-23 17:38:03,16136,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1123t171628-o16136_v01-2021m1202t231732.nc, 3243, 307, 1.54, 0.46, 0.05, 18, 0.46, 0.11,  5,1.21,0.06
2020-11-24 17:18:57,16150,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1124t165723-o16150_v01-2021m1203t012524.nc, 3263, 201, 0.83, 2.00, 0.10,117, 1.88, 0.64, 58,1.60,0.06
2020-11-25 16:59:52,16164,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1125t163817-o16164_v01-2021m1203t013125.nc, 3293, 107, 0.90, 1.12, 0.08, 78, 1.11, 0.24,  9,1.48,0.09
2020-11-26 18:22:17,16179,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1126t180042-o16179_v01-2021m1203t034347.nc, 3251, 440, 1.79, 1.57, 0.60,141, 1.15, 0.36, 42,1.36,0.06
2020-11-28 17:44:07,16207,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1128t172232-o16207_v01-2021m1203t042036.nc, 3261, 337, 1.47, 1.14, 0.15, 78, 1.14, 0.26,  3,0.93,0.09
2020-11-29 17:25:02,16221,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1129t170328-o16221_v01-2021m1203t063535.nc, 3278, 238, 1.37, 1.37, 0.10,116, 1.19, 0.45, 57,0.95,0.05
2020-12-02 16:27:48,16263,TROPOMI-Sentinel-5P_L2-TROPOMAER_2020m1202t160614-o16263_v01-2021m1203t105642.nc, 3375,  26, 0.98, 1.82, 0.23,125, 1.40, 0.49, 25,1.05,0.06
