date,orbit,filename,line,column,uvai,mpl_z1,sd_mpl_z1,mpl_n1,mpl_z2,sd_mpl_z2,mpl_n2
2019-11-16 17:32:28,10844,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1116t171053-o10844_v01-2021m1021t014449.nc, 3208, 274, 1.14, 1.65, 0.22,126, 1.05, 0.36, 59
2019-11-19 18:16:39,10887,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1119t175505-o10887_v01-2021m1021t094143.nc, 3214, 426, 1.36, 0.70, 0.01, 17, 0.69, 0.03,  7
2019-11-21 17:38:28,10915,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1121t171653-o10915_v01-2021m1021t131756.nc, 3230, 307, 1.15, 0.70, 0.03, 62, 0.68, 0.15, 42
2019-11-24 18:22:40,10958,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1124t180106-o10958_v01-2021m1021t190521.nc, 3240, 441, 1.50, 1.24, 0.07, 64, 1.19, 0.29, 24
2019-11-25 16:22:06,10971,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1125t160031-o10971_v01-2021m1021t203536.nc, 3358,  13, 1.06, 1.43, 0.19,117, 1.22, 0.53, 29
2019-11-25 18:03:35,10972,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1125t174200-o10972_v01-2021m1021t203630.nc, 3242, 400, 1.42, 1.42, 0.07,106, 1.36, 0.46, 60
2019-11-26 17:44:30,10986,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1126t172255-o10986_v01-2021m1021t223818.nc, 3250, 337, 1.37, 1.16, 0.09, 94, 1.07, 0.43, 37
2019-11-29 16:47:15,11028,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1129t162540-o11028_v01-2021m1022t033338.nc, 3326,  65, 1.13, 1.50, 0.61, 93, 0.89, 0.38,  2
2019-12-03 17:12:26,11085,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1203t165052-o11085_v01-2021m1022t114902.nc, 3302, 167, 0.69, 0.74, 0.04, 48, 0.72, 0.14, 28
2019-12-05 18:15:48,11114,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1205t175413-o11114_v01-2021m1022t152130.nc, 3279, 426, 1.35, 1.53, 0.15,103, 1.45, 0.44, 32
2019-12-11 16:21:27,11198,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1211t155952-o11198_v01-2021m1023t042048.nc, 3408,  13, 0.90, 1.35, 0.15,115, 1.06, 0.33, 60
2019-12-11 18:02:57,11199,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1211t174122-o11199_v01-2021m1023t042205.nc, 3291, 401, 1.29, 1.58, 0.26,137, 1.20, 0.36, 56
2019-12-19 17:12:05,11312,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1219t165031-o11312_v01-2021m1023t175207.nc, 3330, 168, 0.65, 1.18, 0.21,113, 0.90, 0.41, 28
2019-12-20 16:53:03,11326,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1220t163129-o11326_v01-2021m1023t185656.nc, 3358,  85, 0.72, 1.15, 0.10,126, 0.97, 0.27, 46
2019-12-22 16:14:59,11354,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1222t155326-o11354_v01-2021m1023t222959.nc, 3431,   0, 0.79, 1.19, 0.13, 93, 1.00, 0.28, 60
2019-12-22 17:56:30,11355,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1222t173455-o11355_v01-2021m1023t222902.nc, 3301, 384, 1.38, 0.93, 0.17, 91, 0.71, 0.23, 59
2019-12-24 17:18:27,11383,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1224t165652-o11383_v01-2021m1024t022658.nc, 3322, 203, 0.66, 0.92, 0.08,110, 0.74, 0.24, 58
2019-12-25 16:59:26,11397,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1225t163751-o11397_v01-2021m1024t042106.nc, 3346, 108, 0.86, 0.80, 0.05, 83, 0.73, 0.20, 60
2019-12-26 16:40:24,11411,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1226t161850-o11411_v01-2021m1024t062316.nc, 3378,  50, 0.87, 1.06, 0.13,102, 0.90, 0.26, 60
2019-12-26 18:21:54,11412,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1226t180020-o11412_v01-2021m1024t062148.nc, 3300, 441, 1.72, 0.87, 0.11,111, 0.74, 0.21, 52
2019-12-27 18:02:53,11426,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1227t174119-o11426_v01-2021m1024t082449.nc, 3298, 401, 1.72, 0.58, 0.04, 80, 0.55, 0.10, 19
