date,orbit,filename,line,column,uvai,mpl_z1,sd_mpl_z1,mpl_n1,mpl_z2,sd_mpl_z2,mpl_n2
2019-02-09 16:43:14,6871,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0209t162140-o06871_v01-2021m1002t210317.nc, 2453,  50, 0.74, 1.50, 0.10,118, 1.35, 0.31, 60
2019-02-09 18:24:45,6872,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0209t180311-o06872_v01-2021m1004t054622.nc, 2420, 442, 1.13, 1.44, 0.06,113, 1.31, 0.30, 60
2019-02-16 17:53:43,6971,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0216t173208-o06971_v01-2021m1003t075330.nc, 2381, 364, 1.42, 0.63, 0.01, 28, 0.62, 0.08, 40
2019-02-19 16:56:55,7013,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0219t163521-o07013_v01-2021m1004t185714.nc, 2406,  86, 0.10, 1.93, 0.37,105, 1.55, 0.56, 55
2019-02-25 16:44:52,7098,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0225t162318-o07098_v01-2021m1005t083417.nc, 2387,  50, 0.92, 1.93, 0.09,115, 1.84, 0.45, 47
2019-02-25 18:26:23,7099,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0225t180448-o07099_v01-2021m1005t085613.nc, 2327, 442, 1.09, 1.91, 0.10,106, 1.84, 0.51, 34
2019-02-28 17:29:36,7141,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0228t170802-o07141_v01-2021m1005t151634.nc, 2320, 241, 0.53, 1.66, 0.30,128, 1.24, 0.49, 57
2019-03-05 17:36:31,7212,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0305t171456-o07212_v01-2021m1006t013756.nc, 2283, 277,-0.20, 1.66, 0.08,116, 1.56, 0.48, 50
2019-03-12 17:05:35,7311,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0312t164401-o07311_v01-2021m1006t165218.nc, 2265, 109,-0.71, 1.88, 0.28,112, 1.75, 0.41, 57
2019-03-16 17:31:26,7368,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0316t170951-o07368_v01-2021m1007t021938.nc, 2214, 240,-0.35, 1.92, 0.15,104, 1.86, 0.43, 16
2019-03-17 17:12:31,7382,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0317t165056-o07382_v01-2021m1007t045550.nc, 2224, 137,-0.62, 2.53, 0.53,126, 1.94, 0.61, 12
2019-03-19 18:16:11,7411,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0319t175437-o07411_v01-2021m1007t094140.nc, 2181, 415, 0.07, 2.05, 0.17,115, 1.80, 0.58, 39
2019-03-26 17:45:16,7510,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0326t172342-o07510_v01-2021m1007t163253.nc, 2140, 309,-0.22, 2.41, 0.17,116, 2.20, 0.67, 53
2019-04-16 17:53:55,7808,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0416t173220-o07808_v01-2021m1008t111013.nc, 2003, 338,-0.03, 2.23, 0.14, 82, 2.18, 0.27,  5
2019-04-20 18:19:41,7865,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0420t175806-o07865_v01-2021m1008t163428.nc, 1976, 414, 0.80, 1.39, 0.11, 80, 1.15, 0.21, 28
2019-04-22 17:41:47,7893,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0422t172014-o07893_v01-2021m1008t181634.nc, 1975, 275,-0.20, 1.95, 0.22, 84, 1.94, 0.37,  3
2019-04-27 17:48:36,7964,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0427t172702-o07964_v01-2021m1008t224200.nc, 1944, 308, 0.50, 2.48, 0.20,127, 2.22, 0.54, 60
2019-04-28 17:29:39,7978,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0428t170805-o07978_v01-2021m1008t233159.nc, 1951, 202,-0.00, 2.17, 0.13,100, 1.97, 0.32, 49
2019-05-07 18:02:06,8106,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0507t174031-o08106_v01-2021m1011t025958.nc, 1890, 362, 1.31, 2.38, 0.28, 92, 2.38, 0.48,  3
2019-05-10 17:05:12,8148,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0510t164338-o08148_v01-2021m1011t045411.nc, 1921,  84,-0.42, 0.91, 0.04, 18, 0.91, 0.07,  3
2019-05-16 18:34:23,8234,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0516t181249-o08234_v01-2021m1011t104923.nc, 1854, 440, 1.22, 1.79, 0.13, 93, 1.76, 0.31,  8
2019-05-17 18:15:25,8248,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0517t175351-o08248_v01-2021m1011t113916.nc, 1849, 400, 0.29, 2.47, 0.11,106, 2.41, 0.46, 26
2019-05-21 16:59:30,8304,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0521t163756-o08304_v01-2021m1011t152103.nc, 1890,  65,-0.58, 2.61, 0.12,103, 2.51, 0.70, 59
2019-05-23 18:03:02,8333,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0523t174128-o08333_v01-2021m1011t170007.nc, 1831, 362,-0.01, 2.17, 0.25, 98, 1.81, 0.21, 35
2019-05-24 17:44:02,8347,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0524t172228-o08347_v01-2021m1011t174453.nc, 1836, 273, 0.67, 3.08, 0.11,116, 2.98, 0.59, 60
2019-05-25 17:25:04,8361,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0525t170329-o08361_v01-2021m1011t184551.nc, 1848, 166,-0.69, 1.74, 0.09, 77, 1.70, 0.16,  7
2019-05-28 18:09:34,8404,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0528t174800-o08404_v01-2021m1011t211056.nc, 1817, 382, 0.17, 1.69, 0.16, 70, 1.69, 0.16,  1
2019-06-03 17:57:02,8489,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0603t173529-o08489_v01-2021m1012t030841.nc, 1809, 336, 0.26, 3.78, 0.12,113, 3.67, 0.70, 60
2019-06-04 17:38:03,8503,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0604t171628-o08503_v01-2021m1012t035635.nc, 1816, 237,-0.12, 2.84, 0.08,105, 2.81, 0.58, 60
2019-06-11 17:06:25,8602,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0611t164450-o08602_v01-2021m1012t102101.nc, 1840,  83,-0.29, 2.74, 0.09,106, 2.73, 0.54, 39
2019-06-12 18:28:52,8617,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0612t180719-o08617_v01-2021m1012t111334.nc, 1795, 425,-0.11, 1.99, 0.13,105, 1.76, 0.36, 47
2019-06-14 17:50:49,8645,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0614t172915-o08645_v01-2021m1012t130542.nc, 1799, 306, 0.05, 2.86, 0.11,106, 2.85, 0.62, 34
2019-06-15 17:31:47,8659,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0615t171013-o08659_v01-2021m1012t140634.nc, 1810, 199,-0.47, 2.18, 0.12, 93, 2.03, 0.28, 13
2019-06-23 16:40:58,8772,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0623t161923-o08772_v01-2021m1012t213249.nc, 1874,  25, 0.03, 3.07, 0.06, 95, 3.02, 0.46, 60
2019-06-23 18:22:27,8773,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0623t180053-o08773_v01-2021m1012t213200.nc, 1793, 413, 0.33, 2.94, 0.08,105, 2.87, 0.51, 60
2019-06-24 18:03:25,8787,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0624t174150-o08787_v01-2021m1012t223711.nc, 1794, 360, 0.66, 1.86, 0.12, 97, 1.56, 0.31, 20
2019-06-28 16:47:12,8843,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0628t162537-o08843_v01-2021m1013t003201.nc, 1868,  35,-0.50, 1.57, 0.04, 83, 1.54, 0.19, 36
2019-06-30 17:50:33,8872,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0630t172900-o08872_v01-2021m1013t040402.nc, 1805, 305,-0.11, 2.18, 0.11,105, 2.17, 0.47, 18
2019-07-01 17:31:30,8886,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0701t170956-o08886_v01-2021m1013t045539.nc, 1818, 198,-0.35, 1.96, 0.32,115, 1.67, 0.44, 20
2019-07-03 16:53:22,8914,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0703t163148-o08914_v01-2021m1013t062341.nc, 1865,  48,-0.35, 1.99, 0.05, 87, 1.93, 0.25, 46
2019-07-03 18:34:53,8915,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0703t181318-o08915_v01-2021m1013t063938.nc, 1803, 439, 0.69, 2.15, 0.12, 92, 2.12, 0.33,  9
2019-07-09 16:40:26,8999,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0709t161852-o08999_v01-2021m1013t134612.nc, 1895,  25, 1.05, 2.06, 0.11, 73, 2.04, 0.26,  6
2019-07-13 17:05:39,9056,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0713t164405-o09056_v01-2021m1013t171801.nc, 1868,  82,-0.65, 1.64, 0.14,107, 1.45, 0.35, 60
2019-07-14 16:46:36,9070,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0714t162501-o09070_v01-2021m1013t185909.nc, 1896,  35,-0.59, 2.18, 0.28,105, 1.73, 0.23, 37
2019-07-15 18:09:02,9085,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0715t174727-o09085_v01-2021m1013t175637.nc, 1827, 381,-0.15, 1.77, 0.06,106, 1.64, 0.38, 60
2019-07-19 16:52:44,9141,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0719t163109-o09141_v01-2021m1013t212125.nc, 1900,  48,-0.59, 1.33, 0.06, 83, 1.19, 0.21, 29
2019-07-20 16:33:39,9155,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0720t161205-o09155_v01-2021m1013t231403.nc, 1933,  11, 0.07, 1.44, 0.03, 73, 1.44, 0.15, 34
2019-07-22 17:37:00,9184,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0722t171525-o09184_v01-2021m1014t011116.nc, 1860, 234, 0.79, 1.17, 0.07, 70, 1.16, 0.23, 13
2019-07-24 16:58:49,9212,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0724t163715-o09212_v01-2021m1014t032221.nc, 1908,  63, 0.28, 2.13, 0.12,107, 2.10, 0.55, 22
2019-07-25 16:39:45,9226,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0725t161810-o09226_v01-2021m1014t064604.nc, 1938,  25, 0.71, 1.57, 0.13, 83, 1.56, 0.28,  5
2019-07-26 18:02:08,9241,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0726t174035-o09241_v01-2021m1014t044210.nc, 1862, 359,-0.11, 1.97, 0.14, 93, 1.94, 0.37,  8
2019-07-27 17:43:03,9255,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0727t172129-o09255_v01-2021m1014t053129.nc, 1873, 270, 0.04, 1.73, 0.09, 95, 1.55, 0.22, 38
2019-07-30 16:45:47,9297,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0730t162413-o09297_v01-2021m1014t081815.nc, 1947,  35,-0.31, 1.64, 0.06,100, 1.48, 0.32, 47
2019-08-04 16:51:48,9368,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0804t163014-o09368_v01-2021m1014t125508.nc, 1958,  48,-0.79, 1.97, 0.06, 73, 1.96, 0.18, 12
2019-08-04 18:33:19,9369,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0804t181144-o09369_v01-2021m1014t125555.nc, 1895, 439, 1.04, 1.87, 0.16, 88, 1.77, 0.19, 22
2019-08-05 16:32:43,9382,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0805t161108-o09382_v01-2021m1014t135658.nc, 1991,  11,-0.23, 1.86, 0.04, 73, 1.86, 0.17, 17
2019-08-10 16:38:41,9453,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0810t161707-o09453_v01-2021m1014t195026.nc, 2575,  25,-0.29, 2.25, 0.17,106, 2.16, 0.57, 15
2019-08-11 18:01:05,9468,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0811t173931-o09468_v01-2021m1014t213427.nc, 2477, 360, 0.21, 2.26, 0.07, 95, 2.25, 0.44, 41
2019-08-12 17:41:59,9482,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0812t172024-o09482_v01-2021m1014t230905.nc, 2492, 270,-0.04, 1.62, 0.04, 95, 1.52, 0.25, 56
2019-08-18 17:28:49,9567,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0818t170714-o09567_v01-2021m1015t082733.nc, 2541, 198,-0.98, 1.03, 0.07, 36, 1.03, 0.13,  4
2019-08-19 17:09:41,9581,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0819t164807-o09581_v01-2021m1015t102445.nc, 2573, 105,-0.74, 2.21, 0.06, 95, 2.17, 0.30, 40
2019-08-20 16:50:35,9595,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0820t162900-o09595_v01-2021m1015t111240.nc, 2611,  48,-0.63, 2.10, 0.05, 95, 2.05, 0.33, 60
2019-08-21 16:31:28,9609,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0821t160954-o09609_v01-2021m1015t130200.nc, 2655,  11,-0.27, 2.23, 0.14,111, 1.86, 0.47, 40
2019-08-22 17:53:50,9624,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0822t173216-o09624_v01-2021m1015t133755.nc, 2549, 334, 0.14, 2.29, 0.07, 94, 2.26, 0.31, 31
2019-08-29 17:21:29,9723,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0829t165955-o09723_v01-2021m1015t233112.nc, 2623, 163, 0.06, 1.78, 0.10,109, 1.63, 0.48, 60
2019-08-30 17:02:22,9737,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0830t164048-o09737_v01-2021m1016t021006.nc, 2658,  82,-0.36, 1.83, 0.19,105, 1.68, 0.29, 60
2019-08-31 16:43:15,9751,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0831t162140-o09751_v01-2021m1016t032124.nc, 2698,  35,-0.19, 2.05, 0.07, 98, 1.94, 0.23, 57
2019-08-31 18:24:44,9752,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0831t180310-o09752_v01-2021m1016t013445.nc, 2607, 425, 0.16, 1.94, 0.04, 95, 1.90, 0.23, 60
2019-09-03 17:27:22,9794,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0903t170547-o09794_v01-2021m1016t075510.nc, 2651, 198,-0.28, 1.67, 0.11,105, 1.58, 0.37, 60
2019-09-04 17:08:14,9808,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0904t164639-o09808_v01-2021m1016t090846.nc, 2683, 105,-0.04, 2.05, 0.10, 95, 1.98, 0.24, 32
2019-09-07 17:52:20,9851,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0907t173045-o09851_v01-2021m1016t130743.nc, 2662, 334, 0.59, 1.31, 0.33, 79, 1.31, 0.33,  1
2019-09-11 16:35:48,9907,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0911t161414-o09907_v01-2021m1016t175740.nc, 2794,  25, 0.02, 1.69, 0.05, 94, 1.66, 0.20, 60
2019-09-11 18:17:18,9908,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0911t175543-o09908_v01-2021m1016t182338.nc, 2688, 413, 0.20, 1.78, 0.04, 95, 1.76, 0.23, 54
2019-09-12 17:58:10,9922,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0912t173635-o09922_v01-2021m1016t194223.nc, 2698, 360,-0.04, 1.91, 0.08, 94, 1.75, 0.25, 24
2019-09-15 17:00:45,9964,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0915t163911-o09964_v01-2021m1016t235252.nc, 2778,  82,-0.44, 1.99, 0.10,117, 1.88, 0.62, 60
2019-09-16 18:23:07,9979,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0916t180132-o09979_v01-2021m1017t004525.nc, 2728, 425, 0.30, 2.31, 0.05, 93, 2.27, 0.23, 45
2019-09-18 17:44:51,10007,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0918t172316-o10007_v01-2021m1017t103313.nc, 2751, 304, 0.32, 2.33, 0.70,116, 1.35, 0.33,  3
2019-09-19 17:25:42,10021,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0919t170408-o10021_v01-2021m1017t124536.nc, 2775, 198,-0.44, 2.04, 0.09,117, 1.96, 0.51, 56
2019-09-20 17:06:34,10035,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0920t164500-o10035_v01-2021m1017t132115.nc, 2808, 105,-0.35, 1.56, 0.09,124, 1.34, 0.36, 60
2019-09-21 16:47:26,10049,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0921t162551-o10049_v01-2021m1017t150636.nc, 2848,  48,-0.37, 1.35, 0.08,105, 1.28, 0.23, 60
2019-09-21 18:28:55,10050,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0921t180721-o10050_v01-2021m1017t150547.nc, 2769, 439, 0.37, 1.47, 0.05,106, 1.42, 0.22, 60
2019-09-22 16:28:18,10063,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0922t160643-o10063_v01-2021m1017t141320.nc, 2894,  11, 0.00, 1.63, 0.02, 84, 1.62, 0.17, 60
2019-09-22 18:09:47,10064,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0922t174812-o10064_v01-2021m1017t141123.nc, 2776, 399, 0.22, 1.66, 0.05, 90, 1.63, 0.19, 60
2019-09-23 17:50:39,10078,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0923t172904-o10078_v01-2021m1017t172807.nc, 2788, 334, 0.17, 1.64, 0.09,116, 1.48, 0.27, 60
2019-09-25 17:12:21,10106,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0925t165047-o10106_v01-2021m1017t193843.nc, 2840, 132,-0.47, 1.60, 0.11,113, 1.44, 0.36, 41
2019-09-27 16:34:04,10134,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0927t161230-o10134_v01-2021m1017t223519.nc, 2922,  25, 0.19, 1.60, 0.08,107, 1.48, 0.35, 42
2019-09-27 18:15:33,10135,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0927t175400-o10135_v01-2021m1017t223654.nc, 2818, 413, 0.98, 1.53, 0.11,106, 1.41, 0.25, 60
2019-09-28 17:56:25,10149,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m0928t173451-o10149_v01-2021m1017t212500.nc, 2828, 359, 0.30, 1.69, 0.16, 83, 1.69, 0.16,  1
2019-10-01 16:59:00,10191,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1001t163726-o10191_v01-2021m1018t042428.nc, 2909,  82,-0.36, 1.55, 0.03, 95, 1.52, 0.15, 58
2019-10-02 16:39:52,10205,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1002t161818-o10205_v01-2021m1018t054412.nc, 2951,  35, 0.27, 1.63, 0.10,104, 1.56, 0.23, 16
2019-10-04 17:43:04,10234,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1004t172131-o10234_v01-2021m1018t090735.nc, 2883, 304, 0.17, 2.15, 0.41,121, 1.38, 0.33, 43
2019-10-09 17:48:52,10305,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1009t172718-o10305_v01-2021m1018t150220.nc, 2921, 334, 0.39, 1.82, 0.15,121, 1.52, 0.54, 48
2019-10-10 17:29:44,10319,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1010t170810-o10319_v01-2021m1018t165648.nc, 2942, 235, 0.20, 2.14, 0.17,127, 1.89, 0.82, 47
2019-10-11 17:10:36,10333,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1011t164901-o10333_v01-2021m1018t175221.nc, 2972, 132, 0.07, 1.92, 0.25,126, 1.67, 0.64, 48
2019-10-13 16:32:19,10361,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1013t161045-o10361_v01-2021m1018t204805.nc, 3055,  25, 0.78, 1.18, 0.05, 28, 1.17, 0.08,  3
2019-10-14 17:54:39,10376,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1014t173306-o10376_v01-2021m1018t224348.nc, 2961, 360, 0.77, 1.91, 0.26,141, 1.58, 0.67, 56
2019-10-15 17:35:32,10390,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1015t171358-o10390_v01-2021m1019t003838.nc, 2978, 271, 0.30, 1.75, 0.08,128, 1.59, 0.51, 60
2019-10-18 16:38:07,10432,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1018t161633-o10432_v01-2021m1019t053905.nc, 3082,  35, 0.52, 1.86, 0.15,117, 1.74, 0.61, 28
2019-10-18 18:19:36,10433,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1018t175802-o10433_v01-2021m1019t054114.nc, 2992, 425, 0.78, 1.82, 0.18,115, 1.71, 0.64, 22
2019-10-19 18:00:28,10447,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1019t173854-o10447_v01-2021m1019t072529.nc, 2999, 382, 1.43, 1.56, 0.11, 95, 1.42, 0.43, 26
2019-10-21 17:22:11,10475,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1021t170038-o10475_v01-2021m1019t100921.nc, 3039, 199,-0.12, 1.89, 0.18,128, 1.65, 0.62, 25
2019-10-23 16:43:56,10503,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1023t162221-o10503_v01-2021m1019t134327.nc, 3111,  48, 0.40, 2.06, 0.46,136, 1.47, 0.59, 39
2019-10-23 18:25:26,10504,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1023t180351-o10504_v01-2021m1019t134311.nc, 3032, 440, 0.89, 2.00, 0.26,138, 1.58, 0.55, 16
2019-10-24 16:24:48,10517,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1024t160313-o10517_v01-2021m1019t151141.nc, 3156,  12, 0.45, 1.85, 0.48,123, 1.51, 0.56, 31
2019-10-24 18:06:17,10518,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1024t174443-o10518_v01-2021m1019t151126.nc, 3038, 399, 0.78, 2.12, 0.63,136, 1.58, 0.56, 38
2019-10-25 17:47:10,10532,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1025t172535-o10532_v01-2021m1019t163427.nc, 3050, 335, 1.38, 0.78, 0.08, 58, 0.78, 0.19,  7
2019-10-28 16:49:45,10574,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1028t162811-o10574_v01-2021m1019t211755.nc, 3138,  64, 0.53, 1.54, 0.26,118, 1.37, 0.54, 24
2019-11-01 17:14:43,10631,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1101t165310-o10631_v01-2021m1020t004958.nc, 3130, 165, 0.78, 1.62, 0.11,113, 1.55, 0.55, 37
2019-11-02 16:55:37,10645,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1102t163402-o10645_v01-2021m1020t045333.nc, 3163,  83, 0.69, 1.47, 0.12,129, 1.25, 0.51, 58
2019-11-03 16:36:29,10659,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1103t161455-o10659_v01-2021m1020t061655.nc, 3205,  36, 0.64, 2.23, 0.45,137, 1.40, 0.53, 31
2019-11-03 18:17:59,10660,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1103t175624-o10660_v01-2021m1020t061833.nc, 3114, 425, 1.10, 1.36, 0.11,103, 1.16, 0.44, 57
2019-11-04 17:58:51,10674,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1104t173717-o10674_v01-2021m1020t103126.nc, 3121, 382, 1.09, 2.20, 0.34,139, 1.60, 0.57, 39
2019-11-06 17:20:37,10702,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1106t165902-o10702_v01-2021m1020t102208.nc, 3157, 200, 0.62, 1.42, 0.26,131, 1.21, 0.46, 59
2019-11-10 17:45:38,10759,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1110t172403-o10759_v01-2021m1020t171718.nc, 3165, 336, 1.08, 1.31, 0.09, 82, 1.21, 0.24, 31
2019-11-13 16:48:18,10801,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1113t162643-o10801_v01-2021m1020t223114.nc, 3247,  65, 0.77, 1.69, 0.21,127, 1.30, 0.40, 55
2019-11-14 16:29:12,10815,TROPOMI-Sentinel-5P_L2-TROPOMAER_2019m1114t160737-o10815_v01-2021m1020t202943.nc, 3288,  26, 1.11, 0.59, 0.11, 40, 0.55, 0.22,  8
